time_seconds,acc_x,acc_y,acc_z,q_w,q_x,q_y,q_z
0.0203,0.5,-0.71,2.94,0.58,0.67,-0.34,-0.32
0.0405,-0.24,-0.97,3.33,0.58,0.67,-0.34,-0.32
0.0964,0.05,-0.63,3.26,0.58,0.67,-0.34,-0.32
0.1111,1.76,0.08,2.77,0.58,0.66,-0.34,-0.33
0.1301,1.66,-1.95,2.46,0.58,0.65,-0.35,-0.33
0.1834,1.99,-2.75,2.12,0.59,0.65,-0.35,-0.34
0.2001,2.8,-1.27,-1.19,0.6,0.65,-0.33,-0.34
0.2211,0.83,-1.61,3.19,0.61,0.65,-0.31,-0.33
0.2753,1.66,-0.82,2.5,0.62,0.65,-0.3,-0.33
0.2901,1.43,-0.86,2.55,0.65,0.64,-0.27,-0.32
0.3141,1.7,-1.65,2.41,0.66,0.63,-0.26,-0.32
0.3744,0.76,-0.96,2.2,0.67,0.63,-0.24,-0.32
0.3912,0.56,-0.7,1.21,0.71,0.6,-0.19,-0.31
0.4131,-0.09,-0.42,-0.15,0.73,0.59,-0.18,-0.31
0.4703,-0.82,0.35,-0.35,0.74,0.58,-0.16,-0.3
0.4816,-2.5,-1.67,-0.86,0.77,0.55,-0.14,-0.27
0.5064,-2.4,-2.57,-2.05,0.78,0.54,-0.13,-0.27
0.5654,-2.11,-1.45,-2.25,0.79,0.54,-0.11,-0.27
0.5814,-3.27,0.13,-1.21,0.81,0.53,-0.08,-0.25
0.6012,-3.55,-0.77,-1.15,0.81,0.52,-0.07,-0.25
0.6484,-0.27,0.55,-1.77,0.81,0.53,-0.07,-0.24
0.6611,-1.14,-1.3,-1.79,0.82,0.53,-0.07,-0.22
0.6835,-0.97,-1.08,-2.15,0.82,0.53,-0.07,-0.22
0.7324,-0.84,0.05,-1.96,0.82,0.53,-0.07,-0.21
0.7515,-1.47,-0.9,-2.19,0.82,0.54,-0.08,-0.18
0.7715,-1.53,-1.89,-2.55,0.82,0.55,-0.08,-0.18
0.7912,-0.98,-1.32,-2.91,0.81,0.55,-0.07,-0.18
0.8111,-0.63,0.92,-1.94,0.81,0.56,-0.07,-0.18
0.8311,0.53,1.11,-2.74,0.8,0.57,-0.07,-0.17
0.8844,1.44,0.46,-3.36,0.8,0.57,-0.07,-0.16
0.8931,-0.23,0.1,-3.47,0.79,0.59,-0.07,-0.16
0.9116,1.21,0.88,-3.68,0.78,0.59,-0.07,-0.16
0.9504,2.48,2.02,-3.64,0.78,0.6,-0.07,-0.16
0.9611,1.1,-0.86,-4.27,0.78,0.61,-0.09,-0.15
0.9816,1.32,-1.64,-4.34,0.77,0.61,-0.09,-0.14
1.0017,1.6,0.41,-4.18,0.77,0.62,-0.09,-0.15
1.0287,1.78,1.07,-3.53,0.76,0.62,-0.09,-0.15
1.0516,2.24,0.74,-4.22,0.76,0.63,-0.1,-0.14
1.0783,2.28,0.52,-4.34,0.76,0.63,-0.11,-0.14
1.1014,2.04,0.08,-4.33,0.75,0.63,-0.11,-0.14
1.1624,1.98,0.45,-4.09,0.75,0.63,-0.11,-0.15
1.1831,0.1,0.23,-2.98,0.74,0.64,-0.13,-0.15
1.2011,1.2,0.22,-2.66,0.74,0.64,-0.14,-0.16
1.2644,0.87,0.35,-2.3,0.73,0.65,-0.15,-0.16
1.2812,-0.07,0.16,-0.24,0.71,0.66,-0.18,-0.17
1.3012,0.64,-0.65,-0.52,0.7,0.67,-0.2,-0.17
1.3544,1.18,-1.41,0.11,0.69,0.67,-0.21,-0.18
1.371,0.92,-0.47,1.24,0.66,0.69,-0.23,-0.2
1.3911,2.28,-0.79,1.51,0.64,0.69,-0.24,-0.21
1.4524,2.8,-1.81,1.71,0.63,0.7,-0.25,-0.22
1.4732,1.87,-0.48,1.7,0.6,0.71,-0.27,-0.24
1.4911,1.82,-0.21,2.04,0.59,0.71,-0.28,-0.25
1.5114,0.5,-1.99,2.12,0.59,0.71,-0.29,-0.26
1.5784,-0.36,-2.9,2.48,0.58,0.71,-0.3,-0.27
1.6073,1.61,-0.92,2.46,0.55,0.72,-0.33,-0.28
1.6748,0.83,-2.48,2.9,0.54,0.72,-0.34,-0.29
1.6911,2.22,-1.51,3.3,0.53,0.72,-0.35,-0.29
1.7121,2.58,-1.19,3.44,0.53,0.72,-0.36,-0.29
1.7466,3.44,-1.41,4.16,0.53,0.71,-0.36,-0.29
1.7611,4.87,-1.56,5.07,0.53,0.71,-0.35,-0.29
1.7811,5.16,-1.71,5.95,0.54,0.71,-0.35,-0.3
1.811,5.6,-1.6,6.09,0.55,0.7,-0.35,-0.29
1.8311,5.08,-2.41,4.99,0.57,0.69,-0.34,-0.29
1.8541,3.69,-3.43,3.98,0.58,0.68,-0.33,-0.29
1.8711,3.46,-3.29,3.88,0.6,0.67,-0.32,-0.29
1.9363,2.52,-1.59,4.0,0.62,0.67,-0.3,-0.29
1.951,2.68,-1.49,0.39,0.67,0.64,-0.25,-0.27
1.972,2.62,-0.7,0.12,0.69,0.63,-0.23,-0.26
2.0283,-0.56,-1.48,1.0,0.71,0.62,-0.21,-0.25
2.0526,-0.06,0.11,-0.99,0.76,0.58,-0.16,-0.23
2.0954,-1.55,-0.9,-0.69,0.78,0.57,-0.14,-0.23
2.1121,-4.21,-1.57,-0.95,0.8,0.55,-0.12,-0.2
2.1321,-4.37,-0.93,-1.46,0.81,0.55,-0.1,-0.19
2.1874,-4.64,-1.03,-2.4,0.81,0.55,-0.09,-0.18
2.2021,-3.25,0.23,-3.29,0.82,0.55,-0.06,-0.16
2.2222,-4.18,-1.07,-3.49,0.82,0.55,-0.06,-0.16
2.2694,-4.46,-1.18,-3.62,0.81,0.56,-0.05,-0.15
2.282,-2.17,0.72,-4.97,0.8,0.58,-0.05,-0.14
2.302,-2.29,0.63,-4.93,0.79,0.59,-0.05,-0.14
2.3696,-2.48,0.1,-4.82,0.78,0.61,-0.05,-0.13
2.3826,-0.45,-0.95,-5.86,0.75,0.64,-0.06,-0.12
2.4025,-0.98,0.76,-5.33,0.74,0.65,-0.06,-0.13
2.4454,1.42,2.23,-5.48,0.73,0.66,-0.07,-0.12
2.4632,0.48,-0.57,-5.19,0.72,0.68,-0.08,-0.11
2.4834,0.09,0.23,-5.3,0.71,0.69,-0.09,-0.11
2.5284,1.81,0.51,-5.32,0.7,0.7,-0.09,-0.12
2.5421,2.7,-0.83,-5.33,0.69,0.71,-0.1,-0.11
2.5621,1.93,0.47,-5.42,0.69,0.71,-0.1,-0.11
2.5825,2.28,0.45,-5.61,0.69,0.71,-0.1,-0.11
2.6454,2.67,0.55,-5.6,0.69,0.71,-0.1,-0.11
2.662,0.25,0.05,-4.0,0.69,0.71,-0.11,-0.11
2.682,1.29,-0.3,-4.22,0.69,0.71,-0.12,-0.12
2.7433,1.14,0.3,-3.9,0.68,0.71,-0.12,-0.12
2.7624,1.24,0.42,-2.74,0.67,0.71,-0.15,-0.13
2.787,1.28,0.55,-2.07,0.67,0.72,-0.16,-0.13
2.8414,1.41,-0.8,-2.05,0.66,0.72,-0.18,-0.14
2.8519,1.41,-0.59,0.14,0.63,0.73,-0.21,-0.15
2.8728,2.41,0.12,1.78,0.62,0.73,-0.22,-0.16
2.9014,2.67,-2.21,3.12,0.62,0.74,-0.23,-0.17
2.914,0.58,-3.14,7.21,0.61,0.74,-0.23,-0.18
2.9323,2.76,-3.07,7.13,0.6,0.74,-0.23,-0.19
3.0074,7.46,-1.26,5.38,0.59,0.74,-0.24,-0.2
3.0221,1.07,-3.41,3.27,0.59,0.73,-0.26,-0.23
3.042,1.74,-2.62,3.39,0.59,0.72,-0.26,-0.24
3.1086,-1.39,-1.23,4.76,0.6,0.72,-0.26,-0.26
3.122,1.66,-0.15,1.53,0.59,0.71,-0.27,-0.27
3.1421,-0.65,0.27,2.59,0.59,0.71,-0.27,-0.27
3.2094,-0.62,-0.31,2.8,0.59,0.71,-0.27,-0.28
3.2326,3.64,-2.25,4.86,0.59,0.71,-0.27,-0.27
3.2634,4.2,-1.92,4.76,0.6,0.71,-0.27,-0.27
3.282,3.7,-1.62,4.52,0.61,0.7,-0.26,-0.27
3.302,4.88,-1.86,3.64,0.62,0.69,-0.25,-0.26
3.3226,3.04,-1.84,3.71,0.64,0.69,-0.24,-0.26
3.3514,1.82,-1.53,3.55,0.65,0.68,-0.23,-0.25
3.3728,1.87,-0.11,2.89,0.67,0.66,-0.21,-0.25
3.3955,2.71,-0.41,1.87,0.69,0.65,-0.2,-0.25
3.4125,1.28,-0.92,1.86,0.71,0.64,-0.19,-0.24
3.4676,0.52,-0.78,1.31,0.72,0.62,-0.18,-0.24
3.4835,-0.64,-1.43,-0.53,0.76,0.59,-0.16,-0.22
3.5022,-2.14,-1.5,0.29,0.77,0.58,-0.14,-0.22
3.5368,-2.37,-1.63,-0.68,0.79,0.57,-0.13,-0.21
3.5565,-4.11,0.41,-1.24,0.8,0.56,-0.11,-0.2
3.5735,-4.32,0.2,-1.47,0.81,0.55,-0.1,-0.19
3.5937,-4.07,-1.0,-1.89,0.81,0.55,-0.09,-0.18
3.6226,-3.37,-0.96,-2.78,0.82,0.55,-0.08,-0.17
3.6435,-3.49,-0.32,-2.96,0.82,0.55,-0.07,-0.16
3.6621,-3.73,-1.84,-3.65,0.82,0.55,-0.06,-0.15
3.6822,-2.45,-1.35,-4.4,0.82,0.56,-0.06,-0.14
3.7024,-0.13,0.84,-5.05,0.81,0.56,-0.05,-0.13
3.724,-0.93,1.0,-4.81,0.81,0.57,-0.05,-0.13
3.804,-2.89,-0.4,-4.64,0.81,0.58,-0.05,-0.12
3.8232,-0.13,-0.15,-6.41,0.78,0.62,-0.05,-0.11
3.8421,0.78,0.21,-6.55,0.77,0.63,-0.05,-0.11
3.9007,1.96,0.31,-6.28,0.76,0.64,-0.06,-0.11
3.9137,3.42,-0.51,-6.81,0.74,0.66,-0.06,-0.11
3.9334,2.68,0.91,-5.72,0.74,0.66,-0.06,-0.11
3.9763,2.12,1.2,-5.31,0.74,0.66,-0.07,-0.11
3.993,2.68,-0.3,-6.0,0.74,0.66,-0.09,-0.1
4.013,1.72,0.36,-5.01,0.74,0.66,-0.09,-0.1
4.0825,0.19,0.66,-4.37,0.74,0.66,-0.1,-0.1
4.1029,1.13,0.45,-2.56,0.72,0.67,-0.13,-0.11
4.128,0.36,-0.68,-2.22,0.72,0.67,-0.14,-0.11
4.1904,0.04,-1.47,-1.43,0.71,0.68,-0.15,-0.12
4.2133,1.01,-1.36,0.63,0.67,0.7,-0.19,-0.15
4.2905,0.46,-2.49,2.0,0.66,0.71,-0.2,-0.15
4.3132,2.25,-1.59,5.39,0.6,0.74,-0.24,-0.18
4.3905,2.66,-3.03,5.49,0.59,0.74,-0.26,-0.19
4.4136,1.14,-1.12,4.68,0.55,0.75,-0.29,-0.21
4.4463,0.55,-2.12,3.6,0.55,0.75,-0.3,-0.21
4.4633,0.05,-1.4,3.1,0.54,0.75,-0.3,-0.22
4.4831,0.59,-0.58,2.39,0.54,0.75,-0.31,-0.23
4.5083,0.57,0.01,2.07,0.54,0.75,-0.31,-0.23
4.5234,0.7,0.55,2.14,0.54,0.75,-0.31,-0.23
4.5431,0.92,-0.35,1.92,0.53,0.75,-0.32,-0.23
4.5704,1.49,-1.18,1.91,0.53,0.75,-0.32,-0.23
4.5829,2.03,-1.35,2.13,0.53,0.75,-0.32,-0.24
4.603,2.63,-1.13,2.38,0.53,0.75,-0.32,-0.24
4.6704,2.49,-1.27,2.75,0.54,0.75,-0.31,-0.24
4.6934,5.41,-1.0,4.0,0.56,0.74,-0.29,-0.23
4.7544,4.49,-1.25,3.98,0.57,0.73,-0.29,-0.23
4.773,2.33,-2.34,4.12,0.62,0.71,-0.26,-0.22
4.793,1.88,-3.07,3.62,0.64,0.7,-0.25,-0.22
4.8604,2.36,-1.56,2.6,0.66,0.68,-0.23,-0.21
4.8835,-0.03,-2.84,0.11,0.73,0.63,-0.18,-0.2
4.9244,-0.15,-2.25,-0.55,0.75,0.62,-0.16,-0.2
4.9436,-0.8,-0.05,-1.85,0.78,0.59,-0.12,-0.19
4.9634,-3.48,-0.11,-1.63,0.79,0.57,-0.11,-0.19
5.0377,-4.34,-1.29,-2.2,0.8,0.56,-0.09,-0.18
5.0545,-4.09,-1.11,-2.95,0.82,0.55,-0.06,-0.16
5.073,-5.25,-1.78,-3.9,0.82,0.55,-0.05,-0.15
5.1064,-4.64,-0.31,-4.21,0.82,0.56,-0.04,-0.15
5.1241,-3.71,0.32,-4.27,0.81,0.57,-0.04,-0.14
5.148,-3.61,-2.02,-5.22,0.8,0.58,-0.04,-0.13
5.2124,-3.51,-0.45,-5.73,0.79,0.59,-0.04,-0.13
5.223,-0.48,-2.17,-5.98,0.77,0.63,-0.05,-0.12
5.2444,-1.02,-2.76,-6.23,0.76,0.64,-0.05,-0.11
5.3018,1.79,0.43,-6.69,0.74,0.66,-0.05,-0.11
5.323,2.88,-0.38,-6.12,0.72,0.69,-0.07,-0.1
5.3445,3.79,0.29,-5.47,0.71,0.69,-0.07,-0.1
5.3635,3.14,-0.23,-5.15,0.71,0.69,-0.08,-0.1
5.3874,1.75,-0.69,-5.16,0.71,0.7,-0.08,-0.1
5.4044,1.75,0.4,-5.37,0.7,0.7,-0.08,-0.1
5.4245,1.63,1.15,-5.37,0.7,0.7,-0.09,-0.09
5.4439,1.68,0.16,-5.56,0.7,0.7,-0.1,-0.1
5.4652,1.56,-1.84,-5.92,0.7,0.7,-0.1,-0.1
5.485,-0.23,-1.16,-5.04,0.7,0.7,-0.1,-0.09
5.5047,1.11,-0.17,-4.97,0.7,0.7,-0.11,-0.09
5.5239,53.0,-4.93,0.7,0.7,-0.11,-0.09
5.5441,0.01,0.67,-3.45,0.7,0.7,-0.12,-0.09
5.5641,-0.26,-0.43,-2.77,0.69,0.7,-0.13,-0.1
5.594,1.17,-0.84,-2.13,0.68,0.71,-0.14,-0.1
5.6141,1.91,0.72,-1.27,0.68,0.71,-0.15,-0.11
5.6914,0.4,0.93,0.14,0.67,0.72,-0.17,-0.11
5.7142,0.11,-0.81,1.05,0.62,0.74,-0.23,-0.15
5.7913,0.09,-1.36,1.27,0.6,0.74,-0.25,-0.15
5.8039,1.99,-1.52,5.54,0.54,0.76,-0.3,-0.18
5.824,0.91,-2.68,6.95,0.53,0.76,-0.32,-0.19
5.8933,2.24,-3.84,6.93,0.51,0.77,-0.33,-0.2
5.9049,0.43,-3.64,4.89,0.49,0.76,-0.36,-0.22
5.9246,-0.13,-2.53,4.83,0.49,0.76,-0.36,-0.22
5.9516,1.31,-0.02,3.5,0.48,0.76,-0.37,-0.22
5.9744,0.29,-0.37,2.45,0.48,0.76,-0.38,-0.23
6.0337,-0.15,-0.57,2.11,0.48,0.75,-0.38,-0.23
6.044,1.3,0.14,0.82,0.48,0.75,-0.39,-0.24
6.0644,-0.06,0.3,0.78,0.48,0.75,-0.39,-0.25
6.1236,0.73,-2.12,1.57,0.48,0.74,-0.4,-0.25
6.1439,0.2,1.46,1.39,0.48,0.74,-0.4,-0.25
6.164,0.93,-1.17,1.75,0.48,0.74,-0.4,-0.25
6.2314,1.52,-3.31,3.04,0.48,0.74,-0.4,-0.25
6.2541,7.02,-0.22,4.84,0.5,0.74,-0.37,-0.24
6.3313,6.73,-0.77,4.71,0.52,0.74,-0.36,-0.24
6.3541,3.28,-1.55,2.38,0.6,0.71,-0.3,-0.23
6.4313,4.09,-2.9,0.82,0.62,0.69,-0.28,-0.23
6.456,-1.89,-1.15,-1.14,0.72,0.64,-0.17,-0.2
6.5375,-0.97,0.62,-2.07,0.75,0.62,-0.12,-0.19
6.5644,-4.86,-0.74,-0.71,0.8,0.57,-0.05,-0.17
6.6294,-5.45,-1.27,-2.07,0.81,0.56,-0.04,-0.16
6.6439,-3.97,-0.55,-2.1,0.83,0.54,-0.04,-0.14
6.6639,-5.5,-3.84,-2.76,0.83,0.54,-0.04,-0.13
6.7373,-6.95,-5.31,-2.82,0.83,0.55,-0.04,-0.13
6.7553,-1.69,-0.45,-4.73,0.8,0.58,-0.04,-0.12
6.7772,-2.89,-3.22,-5.41,0.8,0.59,-0.05,-0.12
6.8434,-2.91,-1.34,-5.9,0.79,0.61,-0.05,-0.12
6.8641,1.33,-2.29,-8.14,0.75,0.65,-0.07,-0.11
6.8899,3.14,0.44,-8.95,0.73,0.67,-0.07,-0.1
6.9564,7.02,0.85,-7.93,0.73,0.68,-0.08,-0.11
6.9753,4.81,1.3,-6.87,0.71,0.69,-0.08,-0.1
6.9954,4.38,0.91,-6.91,0.72,0.69,-0.09,-0.1
7.0156,2.96,-0.11,-5.88,0.72,0.68,-0.09,-0.09
7.0344,1.48,0.71,-5.24,0.72,0.68,-0.09,-0.09
7.0974,0.79,1.57,-4.57,0.72,0.68,-0.09,-0.09
7.115,-0.46,0.03,-2.61,0.72,0.68,-0.12,-0.09
7.135,-1.77,-0.34,-1.93,0.72,0.68,-0.13,-0.09
7.1706,-0.58,0.39,-1.73,0.71,0.68,-0.14,-0.09
7.1904,1.6,-0.11,-1.01,0.7,0.69,-0.16,-0.1
7.2055,0.2,-0.35,-0.4,0.69,0.7,-0.17,-0.11
7.2809,-0.59,-1.58,0.01,0.68,0.7,-0.19,-0.11
7.2955,2.48,-0.54,0.69,0.63,0.73,-0.22,-0.16
7.3173,1.87,-0.75,1.22,0.62,0.73,-0.24,-0.16
7.3794,1.0,-0.83,2.21,0.6,0.74,-0.27,-0.17
7.3969,0.91,-5.05,6.77,0.55,0.74,-0.33,-0.19
7.4148,0.29,-5.28,7.38,0.54,0.74,-0.34,-0.2
7.4843,1.65,-3.69,8.18,0.53,0.74,-0.35,-0.21
7.5049,0.72,-1.45,4.36,0.52,0.74,-0.37,-0.23
7.5248,1.12,-0.53,3.08,0.52,0.73,-0.37,-0.23
7.5944,0.31,-0.67,2.31,0.52,0.73,-0.37,-0.24
7.6149,-0.48,-1.08,1.27,0.52,0.73,-0.38,-0.25
7.6348,0.37,-1.04,1.79,0.52,0.73,-0.37,-0.25
7.7063,1.38,-0.91,2.23,0.52,0.73,-0.37,-0.25
7.7253,5.6,-2.12,4.17,0.54,0.73,-0.34,-0.24
7.7452,5.35,-1.5,4.12,0.54,0.73,-0.33,-0.24
7.7825,5.19,-0.98,4.11,0.56,0.73,-0.31,-0.24
7.7954,5.43,-1.51,4.29,0.58,0.72,-0.3,-0.24
7.8172,4.98,-3.3,3.0,0.6,0.71,-0.28,-0.24
7.8537,4.84,-3.57,2.07,0.62,0.7,-0.27,-0.23
7.8752,2.05,-1.98,1.32,0.67,0.67,-0.23,-0.22
7.8976,0.92,-1.61,-0.01,0.7,0.65,-0.21,-0.22
7.915,0.34,-1.45,-0.59,0.72,0.63,-0.19,-0.21
7.9467,-0.54,-1.24,-1.1,0.74,0.62,-0.16,-0.2
7.9671,-3.46,0.37,-0.97,0.77,0.59,-0.13,-0.19
7.9855,-3.98,0.47,-1.14,0.79,0.58,-0.11,-0.18
8.0056,-3.31,-0.0,-2.11,0.8,0.57,-0.09,-0.18
8.0344,-3.41,0.74,-2.21,0.81,0.56,-0.07,-0.17
8.0559,-3.12,1.2,-2.04,0.82,0.54,-0.06,-0.17
8.0853,-5.01,-0.56,-1.63,0.83,0.53,-0.05,-0.15
8.1604,-5.44,-2.55,-2.62,0.83,0.53,-0.05,-0.14
8.1749,-1.98,1.38,-3.45,0.83,0.54,-0.04,-0.13
8.1949,-2.64,-2.09,-3.84,0.83,0.55,-0.05,-0.13
8.2683,-2.74,-3.38,-3.83,0.82,0.56,-0.05,-0.12
8.2852,-0.55,-0.61,-4.57,0.8,0.59,-0.05,-0.11
8.3099,0.38,-0.64,-4.89,0.79,0.6,-0.05,-0.11
8.3249,2.22,-0.14,-5.17,0.78,0.61,-0.05,-0.12
8.3449,2.08,-0.87,-4.74,0.77,0.62,-0.06,-0.11
8.4164,2.1,-1.45,-4.89,0.76,0.63,-0.06,-0.11
8.4359,3.31,-0.06,-5.7,0.74,0.66,-0.07,-0.11
8.4559,2.96,-0.13,-5.55,0.74,0.66,-0.08,-0.11
8.4803,1.61,0.8,-5.76,0.73,0.67,-0.08,-0.1
8.496,0.56,0.29,-6.6,0.73,0.67,-0.08,-0.1
8.5204,1.67,0.03,-6.96,0.73,0.67,-0.09,-0.11
8.5363,2.25,0.35,-6.54,0.73,0.67,-0.09,-0.11
8.5784,1.22,0.39,-5.55,0.73,0.66,-0.1,-0.11
8.5959,0.72,-0.16,-4.9,0.73,0.66,-0.11,-0.12
8.6159,1.41,-0.31,-3.75,0.73,0.66,-0.12,-0.12
8.6876,-0.16,0.02,-3.2,0.73,0.66,-0.13,-0.13
8.7117,3.07,-0.69,-1.19,0.7,0.68,-0.16,-0.14
8.7363,1.04,-0.7,0.24,0.68,0.69,-0.18,-0.15
8.7566,1.14,-2.57,-0.12,0.67,0.7,-0.19,-0.16
8.8056,3.35,-2.2,-0.05,0.65,0.72,-0.2,-0.16
8.8315,3.48,-0.36,1.15,0.61,0.73,-0.23,-0.18
8.8726,2.47,-2.79,1.03,0.59,0.74,-0.25,-0.19
8.8863,2.09,-1.71,3.7,0.56,0.76,-0.28,-0.21
8.9117,0.88,-1.5,5.99,0.54,0.76,-0.29,-0.22
8.9416,-0.05,-3.43,7.49,0.52,0.76,-0.31,-0.23
8.9562,-0.03,-5.19,9.34,0.5,0.76,-0.33,-0.24
8.976,0.82,-4.96,9.86,0.49,0.77,-0.33,-0.24
9.0133,1.77,-2.54,8.93,0.49,0.77,-0.33,-0.24
9.026,2.76,-1.63,5.7,0.49,0.77,-0.34,-0.24
9.0463,2.97,-1.06,3.85,0.49,0.77,-0.33,-0.25
9.0954,2.38,-0.64,1.43,0.49,0.76,-0.33,-0.25
9.1159,-0.16,-0.32,-0.71,0.5,0.75,-0.34,-0.26
9.1363,-0.62,-0.68,-0.41,0.5,0.75,-0.34,-0.26
9.1894,-0.3,-0.84,-0.52,0.5,0.75,-0.34,-0.26
9.2062,1.24,0.8,0.89,0.5,0.75,-0.34,-0.26
9.2259,1.49,-0.22,1.96,0.51,0.75,-0.34,-0.26
9.2461,3.9,-1.33,2.55,0.51,0.75,-0.33,-0.26
9.2663,4.97,-1.54,2.99,0.51,0.75,-0.33,-0.26
9.3357,4.95,-1.5,3.8,0.52,0.75,-0.32,-0.26
9.3561,3.79,-2.0,2.99,0.57,0.73,-0.29,-0.26
9.3764,3.39,-1.53,2.75,0.58,0.72,-0.27,-0.25
9.3991,2.23,-1.26,2.52,0.6,0.71,-0.26,-0.25
9.4673,1.07,-1.75,1.93,0.62,0.7,-0.24,-0.25
9.486,-0.35,-0.48,0.65,0.69,0.66,-0.17,-0.23
9.506,-2.12,-0.69,0.8,0.71,0.65,-0.16,-0.23
9.5343,-3.17,-1.71,0.58,0.73,0.63,-0.14,-0.22
9.5519,-3.24,-1.96,0.21,0.74,0.62,-0.12,-0.21
9.5759,-0.84,-1.67,-0.48,0.76,0.61,-0.09,-0.2
9.6498,-2.18,-0.06,-0.2,0.78,0.6,-0.08,-0.19
9.6659,-2.79,-1.65,-1.59,0.8,0.57,-0.05,-0.16
9.6862,-1.93,-1.28,-2.17,0.81,0.57,-0.05,-0.15
9.7374,-0.28,-0.67,-2.56,0.81,0.57,-0.04,-0.15
9.7562,-3.1,-1.29,-2.9,0.81,0.57,-0.03,-0.13
9.7763,-1.46,0.83,-3.3,0.81,0.57,-0.03,-0.13
9.8097,-0.77,1.35,-3.56,0.81,0.57,-0.03,-0.12
9.8262,-3.54,-0.2,-3.57,0.81,0.58,-0.03,-0.12
9.8463,-4.05,-0.61,-3.84,0.8,0.59,-0.03,-0.11
9.8674,-1.33,-0.16,-4.67,0.79,0.6,-0.03,-0.11
9.933,-0.63,0.27,-5.18,0.78,0.61,-0.03,-0.11
9.9574,0.95,0.86,-6.27,0.76,0.64,-0.05,-0.11
10.0264,0.7,-1.25,-6.31,0.75,0.65,-0.06,-0.11
10.0495,2.77,0.34,-5.41,0.72,0.68,-0.08,-0.1
10.0885,2.61,1.28,-5.52,0.72,0.69,-0.08,-0.1
10.1068,1.94,1.16,-5.34,0.71,0.69,-0.09,-0.1
10.1272,1.95,-0.39,-5.74,0.71,0.69,-0.09,-0.1
10.1974,1.64,-1.05,-5.14,0.71,0.69,-0.1,-0.11
10.217,1.14,0.55,-4.44,0.7,0.7,-0.11,-0.11
10.2369,0.99,0.17,-3.77,0.7,0.7,-0.12,-0.11
10.2874,0.92,0.5,-2.61,0.69,0.7,-0.13,-0.11
10.3114,0.76,-1.04,-0.54,0.67,0.72,-0.16,-0.12
10.3745,1.81,-1.49,-0.39,0.66,0.72,-0.17,-0.13
10.3872,2.46,-2.09,0.94,0.63,0.74,-0.2,-0.15
10.4073,3.23,-2.89,0.59,0.61,0.75,-0.21,-0.16
10.4606,3.52,-1.63,-0.57,0.6,0.75,-0.22,-0.16
10.4769,2.25,-2.49,-0.28,0.56,0.76,-0.25,-0.18
10.4969,1.01,-2.87,1.36,0.55,0.77,-0.27,-0.19
10.5664,-0.13,-1.1,3.94,0.53,0.78,-0.28,-0.19
10.5869,3.2,-2.96,10.68,0.48,0.79,-0.31,-0.22
10.6063,3.34,-2.3,10.16,0.47,0.79,-0.32,-0.22
10.6783,3.34,-1.46,8.0,0.47,0.79,-0.32,-0.22
10.6973,-0.37,-0.69,2.33,0.47,0.78,-0.33,-0.24
10.717,-1.01,-0.99,1.64,0.48,0.78,-0.33,-0.24
10.7686,-0.14,0.05,0.68,0.48,0.78,-0.33,-0.24
10.7883,1.93,-0.25,-0.05,0.49,0.77,-0.33,-0.24
10.8071,1.89,-0.49,0.35,0.49,0.77,-0.33,-0.25
10.8464,1.12,0.16,1.41,0.49,0.77,-0.33,-0.24
10.8671,2.31,-0.83,3.0,0.5,0.77,-0.32,-0.24
10.8873,4.86,-1.05,3.5,0.51,0.76,-0.32,-0.24
10.9071,5.02,-0.33,3.47,0.52,0.76,-0.31,-0.24
10.9686,4.39,-0.65,4.04,0.53,0.76,-0.3,-0.24
10.9905,4.63,-2.12,2.71,0.58,0.74,-0.26,-0.23
11.0072,2.98,-1.5,2.29,0.6,0.73,-0.24,-0.23
11.0275,2.36,-0.24,2.02,0.62,0.72,-0.22,-0.23
11.0726,2.87,-0.38,0.79,0.64,0.7,-0.2,-0.23
11.087,2.14,-1.63,-0.77,0.68,0.68,-0.15,-0.22
11.1069,-1.06,-1.39,0.2,0.71,0.66,-0.13,-0.22
11.1306,-1.2,-1.33,0.21,0.72,0.65,-0.11,-0.21
11.1523,0.58,-2.61,-0.83,0.74,0.63,-0.09,-0.21
11.1669,1.28,-2.52,-0.49,0.75,0.62,-0.06,-0.21
11.1872,1.45,-2.11,-1.06,0.77,0.61,-0.04,-0.2
11.2664,-0.36,-1.27,-0.99,0.78,0.59,-0.02,-0.19
11.2868,-2.8,-1.46,-1.35,0.82,0.54,0.02,-0.18
11.3071,-3.96,-0.91,-1.86,0.83,0.53,0.02,-0.18
11.3786,-4.15,-0.81,-1.99,0.83,0.53,0.02,-0.17
11.3979,-4.19,-2.09,-3.68,0.84,0.53,0.02,-0.15
11.4172,-3.6,-1.14,-4.23,0.83,0.53,0.02,-0.15
11.4748,-2.82,-0.29,-4.45,0.83,0.54,0.01,-0.14
11.4921,-2.06,-1.99,-4.68,0.82,0.56,0.01,-0.13
11.5083,-2.17,-0.88,-4.82,0.81,0.58,0.01,-0.13
11.5269,-0.07,0.98,-5.06,0.8,0.59,0.01,-0.13
11.5475,-0.68,1.23,-4.34,0.79,0.6,0.0,-0.13
11.6004,-2.5,-0.48,-3.46,0.78,0.61,-0.0,-0.12
11.6177,0.84,1.79,-3.61,0.76,0.64,-0.02,-0.11
11.64,0.27,0.79,-3.32,0.75,0.65,-0.03,-0.11
